Accession	# AAs	Abundance: 40: Sample	Abundance: 41: Sample	Abundance: 42: Sample	Abundance: 43: Sample	Abundance: 61: Sample	Abundance: 62: Sample	Abundance: 63: Sample	COG Functional Category	seed ortholog evalue	Predicted taxonomic group
2.contigs_3847165_2	214	NA	152832.3125	820630.0625	441695.203125	308363.0625	NA	278266.28125	H	5.7e-67	fabids
1.contigs_3983548_2	446	NA	249256.734375	207975.328125	NA	826523.75	NA	48092.1484375	G	6.3e-209	Alphaproteobacteria
3.contigs_8739412_1	249	1983308.84375	776665.25	581107.765625	818491.34375	3579089.375	2534824.4375	1379103.9375	P	2.9e-110	Oceanicola
2.contigs_91220_2	328	357935.375	814224.0625	385080.34375	1844902.0625	1820605.75	1943506.03125	1117755.6875	P	7.5e-175	unclassified Gammaproteobacteria
2.contigs_308602_1	206	NA	377566.4375	NA	NA	NA	NA	NA	G	2.2e-60	Pleurocapsales
1.contigs_2861512_5	96	212043.75	1686818.8125	NA	474759.890625	NA	115296.9609375	167479.359375	NA	NA	NA
1.contigs_10233993_7	481	193046.3125	233178.6875	424257.84375	328452.46875	370837.3125	610237.75	527640.9375	G	3.5e-221	Rhizobiaceae
3.contigs_6501392_1	352	NA	NA	NA	NA	359923.90625	NA	NA	E	1.4e-126	Phyllobacteriaceae
3.contigs_4459813_20	724	NA	NA	NA	NA	NA	NA	NA	S	2.9e-195	Cytophagia
3.contigs_5008406_2	723	NA	NA	NA	NA	NA	NA	NA	S	4.6e-193	Cytophagia
1.contigs_7032558_1	274	1628569	NA	NA	NA	NA	NA	NA	G	1e-116	Oscillatoriales
1.contigs_1305770_12	349	NA	68695.171875	58851.78515625	92242.4140625	206782.59375	145230.71875	138306.84375	G	8.6e-113	Alphaproteobacteria
1.contigs_58109_1	352	1996257.4375	341993.96875	769590.375	1030991.09375	1760096.8359375	1049620.90625	460106.796875	G	3.7e-111	Alphaproteobacteria
3.contigs_8774478_1	716	4890814.5	1970934.375	NA	88443.578125	1391037	844651.5625	63147.34375	F	2.9e-131	Synechococcus
3.contigs_12257572_1	977	NA	318008.75	NA	NA	315128.71875	NA	NA	U	0	Bacillariophyta
4.contigs_14236460_1	318	2479218.625	982375	283582.625	NA	2198216.84375	780435.375	547689.5625	Q	3.7e-147	Chromatiales
1.contigs_1005263_17	246	568257.6875	2355507.84375	828766.125	2033607.25	2122544.96875	899963.125	485511	J	2.2e-22	Eukaryota
1.contigs_10545654_1	50	NA	NA	NA	NA	NA	NA	NA	G	1.7e-9	Eukaryota
3.contigs_16287832_3	193	5851160.734375	6423387.40625	408078.25	474250.84375	82764.4296875	NA	106462.5078125	NA	8.9e-43	Eukaryota
1.contigs_7237853_2	449	NA	258813.21875	NA	NA	1022812.84375	NA	NA	G	3e-195	Rhizobiaceae
3.contigs_3374298_1	170	793604.75	NA	1021121.625	821059.875	160789.203125	835242	410285.03125	C	6.3e-85	Desulfobacterales
2.contigs_100279_7	84	84364.6015625	393294.8125	10568584.75	7555345.75	217257.28125	5747453.125	3948652.0625	O	2.2e-17	Chlorophyta
1.contigs_4727318_2	212	4177048.3125	597737.15625	1030312.375	1249022.375	NA	308700.78125	91618.4296875	O	7.3e-115	Pleurocapsales
3.contigs_5550554_1	593	16212678	2928272.375	600547.390625	844855.046875	630245.125	299569.5625	264180.1796875	K	2.9e-294	Cyanobium
4.contigs_11966654_1	233	16212678	2928272.375	600547.390625	844855.046875	630245.125	299569.5625	264180.1796875	K	8.3e-112	Pleurocapsales
4.contigs_9912399_1	120	16212678	2928272.375	600547.390625	844855.046875	630245.125	299569.5625	264180.1796875	K	1.1e-30	Oscillatoriales
2.contigs_7696242_1	213	16212678	2928272.375	600547.390625	844855.046875	630245.125	299569.5625	264180.1796875	K	1.3e-90	Oscillatoriales
3.contigs_12099246_1	267	16212678	2928272.375	600547.390625	844855.046875	630245.125	299569.5625	264180.1796875	K	1.8e-142	Synechococcus
1.contigs_4599958_1	225	16212678	2928272.375	600547.390625	844855.046875	630245.125	299569.5625	264180.1796875	K	2.6e-78	Oscillatoriales
2.contigs_4467706_1	157	16212678	2928272.375	600547.390625	844855.046875	630245.125	299569.5625	264180.1796875	K	1.4e-67	Oscillatoriales
3.contigs_11571733_1	207	16212678	2928272.375	600547.390625	844855.046875	630245.125	299569.5625	264180.1796875	K	8.8e-97	Oscillatoriales
2.contigs_8853517_2	126	1216890	1871026.84765625	1501557.84375	3140997.09375	2062441.16601563	929880.125	792240.7109375	E	1.7e-34	Chlorophyta
3.contigs_21653748_1	151	9112616.75	8250599.125	936057.734375	475126.875	13677670.125	1176139.625	912642.640625	C	6.6e-78	Eukaryota
3.contigs_224763_5	393	NA	3569361.875	133263.15625	NA	41370.60546875	NA	41695.06640625	NA	4.3e-121	Bacillariophyta
2.contigs_931117_11	282	NA	NA	1011727.75	388410.59375	NA	947581.125	586143.125	NA	NA	NA
3.contigs_12615135_5	1045	377497.40625	NA	580876.125	386695.4375	211918.296875	NA	NA	P	0	Flavobacteriia
2.contigs_292599_3	592	233052.671875	NA	NA	NA	NA	NA	21173.638671875	EH	4e-304	Alphaproteobacteria
1.contigs_2694748_3	637	1971473.625	366535.03125	71811.15625	246249.234375	663147.0625	482349.78125	NA	O	1.2e-285	Hyphomonadaceae
3.contigs_25345440_1	100	20304844.21875	6560711	1743074.421875	2058634.375	10115514.25	893368.65625	1206506	NA	NA	NA
1.contigs_1320017_12	274	NA	271785.28125	NA	NA	1750801.5	NA	99416.875	NA	NA	NA
3.contigs_19535599_6	393	2626153.90625	1997530.1953125	1306397.6875	1239889.09375	7213888.078125	2480958.5	2031101	H	2e-198	Ruegeria
3.contigs_265959_3	393	2626153.90625	1997530.1953125	1306397.6875	1239889.09375	7213888.078125	2480958.5	2031101	H	4e-199	unclassified Rhodobacteraceae
2.contigs_8420028_5	394	2626153.90625	1997530.1953125	1306397.6875	1239889.09375	7213888.078125	2480958.5	2031101	H	2.5e-201	Ruegeria
1.contigs_560979_16	393	2626153.90625	1997530.1953125	1306397.6875	1239889.09375	7213888.078125	2480958.5	2031101	H	1.6e-200	Ruegeria
3.contigs_17736966_2	452	NA	NA	NA	NA	NA	NA	NA	C	1.8e-232	Bacillariophyta
4.contigs_11630926_1	370	NA	NA	457524.375	NA	159757.828125	NA	NA	M	6.7e-23	Chromatiales
2.contigs_5043789_1	201	17611718	15445849.703125	2113879.65625	6493652.875	1164580.75	1849205.1875	881519.109375	EH	9.4e-80	Eukaryota
1.contigs_2213817_9	272	34950.51953125	NA	76198.96875	NA	1038925.28125	NA	62299.16015625	G	3.7e-103	Oceanicola
1.contigs_10044916_1	399	NA	NA	NA	NA	NA	NA	NA	P	2.1e-155	Eukaryota
2.contigs_2898573_1	42	116290015.6875	26193589.671875	NA	70900.8828125	NA	85260.4453125	NA	G	2.3e-7	Pleurocapsales
1.contigs_3784596_1	187	NA	NA	3237652.375	1416299	NA	4442015.5	3800860.3125	NA	NA	NA
2.contigs_10155602_9	1188	NA	NA	82015.8203125	NA	174775.234375	NA	145969.5625	M	1.1e-47	Deltaproteobacteria
3.contigs_24909076_3	160	NA	NA	NA	NA	NA	NA	NA	G	3.2e-70	Bacillariophyta
1.contigs_6888609_3	131	1014893.265625	6527072.5625	NA	856503.46875	5917467.59375	599436.25	292464	NA	5.9e-22	Bacillariophyta
4.contigs_10588111_1	220	1762957.9375	1059518.25	NA	NA	929235.875	570352.21875	156345.296875	G	1.3e-66	Bacillariophyta
1.contigs_2609125_3	333	NA	NA	537885.3125	442427.5625	2361017	NA	NA	S	6.2e-153	Alphaproteobacteria
3.contigs_14427025_1	56	167645.5625	95471.46484375	NA	208906.5703125	1148560.5	727040.6875	388592.234375	Q	2.6e-14	Alphaproteobacteria
2.contigs_217830_5	68	222970.796875	2282748.3125	8408416.484375	20354294	166646.15625	13516648.78125	8240195.71875	F	1.5e-16	Chlorophyta
1.contigs_1406075_4	346	2634095.78125	NA	NA	NA	NA	NA	NA	S	7.4e-141	Pleurocapsales
1.contigs_1349823_5	401	7457134.5	1096144.25	101468.8671875	108197.8125	NA	NA	NA	F	3.5e-182	Cyanobacteria
1.contigs_2379902_13	183	870031.125	NA	NA	NA	NA	220183.140625	NA	E	6.6e-56	Alphaproteobacteria
3.contigs_21969317_1	358	2565670.5625	717645.4375	NA	869141.0625	398876.5	NA	240052.84375	E	7.6e-157	Oscillatoriales
4.contigs_7088895_1	257	NA	526211.1015625	NA	320027.40625	931250.375	185939.3125	252791.859375	P	3.9e-70	Bacillariophyta
1.contigs_6117737_1	139	NA	210400.46875	NA	154113.15625	1159481.34375	NA	NA	P	3.6e-46	Gammaproteobacteria
2.contigs_14348909_1	201	420684.125	216019.4375	1386583.6875	400687.3984375	937011.375	1844926.46875	866605.5	NA	NA	NA
4.contigs_9083906_1	120	1583598.875	950026.0625	1666218.71875	755237.8203125	7009626	5693398.84375	3371104.625	I	1.8e-49	Cryomorphaceae
4.contigs_2228514_1	94	1583598.875	950026.0625	1666218.71875	755237.8203125	7009626	5693398.84375	3371104.625	I	7.6e-24	Cytophagia
4.contigs_13028305_2	121	1583598.875	950026.0625	1666218.71875	755237.8203125	7009626	5693398.84375	3371104.625	I	7.1e-30	Cryomorphaceae
4.contigs_4407763_1	189	1583598.875	950026.0625	1666218.71875	755237.8203125	7009626	5693398.84375	3371104.625	I	1.6e-84	Cytophagia
4.contigs_13180427_1	549	1583598.875	950026.0625	1666218.71875	755237.8203125	7009626	5693398.84375	3371104.625	I	4.3e-252	Sphingobacteriia
4.contigs_13686954_2	109	1583598.875	950026.0625	1666218.71875	755237.8203125	7009626	5693398.84375	3371104.625	I	2.8e-41	Cytophagia
1.contigs_1987603_1	220	1583598.875	950026.0625	1666218.71875	755237.8203125	7009626	5693398.84375	3371104.625	I	9.9e-99	Sphingobacteriia
4.contigs_10605289_1	172	1583598.875	950026.0625	1666218.71875	755237.8203125	7009626	5693398.84375	3371104.625	I	1.5e-73	Sphingobacteriia
4.contigs_11681916_2	184	1583598.875	950026.0625	1666218.71875	755237.8203125	7009626	5693398.84375	3371104.625	I	4.9e-67	Bradyrhizobiaceae
4.contigs_10257685_1	205	1583598.875	950026.0625	1666218.71875	755237.8203125	7009626	5693398.84375	3371104.625	I	2.6e-85	Sphingobacteriia
4.contigs_13082116_1	217	1583598.875	950026.0625	1666218.71875	755237.8203125	7009626	5693398.84375	3371104.625	I	9.8e-99	Cytophagia
3.contigs_25376876_1	489	1583598.875	950026.0625	1666218.71875	755237.8203125	7009626	5693398.84375	3371104.625	I	2.8e-234	Sphingobacteriia
1.contigs_3221062_1	326	1583598.875	950026.0625	1666218.71875	755237.8203125	7009626	5693398.84375	3371104.625	I	1.2e-148	Cryomorphaceae
4.contigs_6110783_1	272	1583598.875	950026.0625	1666218.71875	755237.8203125	7009626	5693398.84375	3371104.625	I	3.2e-83	Sphingobacteriia
4.contigs_5896121_1	167	1583598.875	950026.0625	1666218.71875	755237.8203125	7009626	5693398.84375	3371104.625	I	1.4e-68	Cytophagia
4.contigs_11738778_5	293	1583598.875	950026.0625	1666218.71875	755237.8203125	7009626	5693398.84375	3371104.625	I	2.8e-149	Cytophagia
4.contigs_2324541_1	99	1583598.875	950026.0625	1666218.71875	755237.8203125	7009626	5693398.84375	3371104.625	I	3.5e-35	Sphingobacteriia
1.contigs_3700563_7	636	1583598.875	950026.0625	1666218.71875	755237.8203125	7009626	5693398.84375	3371104.625	I	2.4e-294	Sphingobacteriia
4.contigs_5892548_1	139	1583598.875	950026.0625	1666218.71875	755237.8203125	7009626	5693398.84375	3371104.625	I	2.7e-65	Cytophagia
4.contigs_8792204_1	137	1583598.875	950026.0625	1666218.71875	755237.8203125	7009626	5693398.84375	3371104.625	F	1.9e-47	Gemmatimonadetes
4.contigs_4309268_1	190	1583598.875	950026.0625	1666218.71875	755237.8203125	7009626	5693398.84375	3371104.625	I	5.6e-90	Cryomorphaceae
4.contigs_12912112_1	151	1583598.875	950026.0625	1666218.71875	755237.8203125	7009626	5693398.84375	3371104.625	I	1.1e-61	Sphingobacteriia
4.contigs_7227649_1	135	1583598.875	950026.0625	1666218.71875	755237.8203125	7009626	5693398.84375	3371104.625	I	6.8e-58	Cryomorphaceae
4.contigs_9206156_1	202	1583598.875	950026.0625	1666218.71875	755237.8203125	7009626	5693398.84375	3371104.625	I	7.8e-58	Cytophagia
4.contigs_4375543_1	115	1583598.875	950026.0625	1666218.71875	755237.8203125	7009626	5693398.84375	3371104.625	I	5.6e-37	Cytophagia
1.contigs_3967791_1	155	1583598.875	950026.0625	1666218.71875	755237.8203125	7009626	5693398.84375	3371104.625	I	3.8e-60	Sphingobacteriia
4.contigs_3395628_1	154	1583598.875	950026.0625	1666218.71875	755237.8203125	7009626	5693398.84375	3371104.625	I	3.1e-75	Flavobacteriia
4.contigs_8461816_1	197	1583598.875	950026.0625	1666218.71875	755237.8203125	7009626	5693398.84375	3371104.625	I	5.8e-82	Cytophagia
1.contigs_3290361_5	556	1583598.875	950026.0625	1666218.71875	755237.8203125	7009626	5693398.84375	3371104.625	I	2.3e-261	Sphingobacteriia
4.contigs_6893506_2	632	1583598.875	950026.0625	1666218.71875	755237.8203125	7009626	5693398.84375	3371104.625	I	4.8e-287	Sphingobacteriia
4.contigs_558091_2	138	1583598.875	950026.0625	1666218.71875	755237.8203125	7009626	5693398.84375	3371104.625	I	8e-54	Cytophagia
4.contigs_2153176_1	257	1583598.875	950026.0625	1666218.71875	755237.8203125	7009626	5693398.84375	3371104.625	I	9.5e-125	Cytophagia
1.contigs_3685126_1	216	1583598.875	950026.0625	1666218.71875	755237.8203125	7009626	5693398.84375	3371104.625	I	1.6e-96	Sphingobacteriia
4.contigs_15634942_1	201	1583598.875	950026.0625	1666218.71875	755237.8203125	7009626	5693398.84375	3371104.625	I	1e-86	Cytophagia
4.contigs_2949523_1	169	1583598.875	950026.0625	1666218.71875	755237.8203125	7009626	5693398.84375	3371104.625	I	2.7e-80	Cytophagia
4.contigs_12946254_1	213	1583598.875	950026.0625	1666218.71875	755237.8203125	7009626	5693398.84375	3371104.625	I	2.4e-113	Cytophagia
1.contigs_3705384_1	375	1583598.875	950026.0625	1666218.71875	755237.8203125	7009626	5693398.84375	3371104.625	I	2.4e-169	Sphingobacteriia
4.contigs_6075704_1	186	1583598.875	950026.0625	1666218.71875	755237.8203125	7009626	5693398.84375	3371104.625	I	3.5e-97	Sphingobacteriia
1.contigs_2411113_2	632	1583598.875	950026.0625	1666218.71875	755237.8203125	7009626	5693398.84375	3371104.625	I	0	Cytophagia
4.contigs_10694244_1	181	1583598.875	950026.0625	1666218.71875	755237.8203125	7009626	5693398.84375	3371104.625	I	1.7e-67	Bacteria
4.contigs_11226252_1	364	1583598.875	950026.0625	1666218.71875	755237.8203125	7009626	5693398.84375	3371104.625	I	1.9e-187	Cytophagia
1.contigs_8182521_1	346	5806030.4375	1256825.65625	85383.5859375	336075.34375	877973.375	540200.90625	247006.8203125	KT	1.4e-107	Pleurocapsales
2.contigs_4924527_3	254	NA	NA	NA	NA	565160.625	NA	NA	G	4.8e-105	unclassified Rhodobacteraceae
4.contigs_4427344_2	185	396915.05859375	354068.15625	313818.4375	334942.65625	185626.109375	2625192.4375	2047600.1875	C	2.4e-85	Desulfobacterales
1.contigs_1795363_7	309	NA	NA	NA	NA	166082.203125	NA	NA	C	3e-133	Roseobacter
2.contigs_10095788_1	100	837430.8125	1892961.09375	304914.90625	580773.5625	12631072	469790.375	569784.875	E	4.2e-36	Oceanicola
3.contigs_3011626_1	146	NA	68375.8828125	29519.16015625	NA	85580.0390625	338453.5	187075.59375	C	1.2e-71	Ruegeria
2.contigs_13621188_1	216	NA	68375.8828125	29519.16015625	NA	85580.0390625	338453.5	187075.59375	C	3.4e-75	Ruegeria
2.contigs_1332372_1	151	NA	68375.8828125	29519.16015625	NA	85580.0390625	338453.5	187075.59375	C	3.2e-56	Gammaproteobacteria
3.contigs_1610600_3	104	607196.5078125	373506.203125	174984.8125	463604.40625	670366.71875	NA	66494.6875	O	1.6e-22	Eukaryota
2.contigs_3593710_6	114	NA	54749.0546875	397745.7265625	475497.609375	NA	527464.625	238539.953125	NA	NA	NA
3.contigs_16689618_1	357	NA	NA	NA	NA	NA	NA	NA	F	5.8e-141	Oscillatoriales
3.contigs_5836880_1	249	13768304	NA	417985.5	NA	2298663.75	3059979.03125	2130873.75	G	2.4e-117	Alphaproteobacteria
1.contigs_3278986_14	281	364436.875	NA	625967.6875	822730.9375	NA	648581.375	438375.65625	P	8.5e-127	Sulfitobacter
1.contigs_3936550_11	253	364436.875	NA	625967.6875	822730.9375	NA	648581.375	438375.65625	P	4.5e-119	Roseovarius
1.contigs_9528226_1	127	364436.875	NA	625967.6875	822730.9375	NA	648581.375	438375.65625	P	4.9e-58	Roseobacter
4.contigs_1634085_1	154	364436.875	NA	625967.6875	822730.9375	NA	648581.375	438375.65625	P	1.3e-68	Alphaproteobacteria
4.contigs_4961119_4	266	364436.875	NA	625967.6875	822730.9375	NA	648581.375	438375.65625	P	3.6e-127	Roseovarius
4.contigs_1384887_12	400	NA	NA	NA	NA	NA	1378793.5625	895829.375	E	1.6e-166	Ruegeria
1.contigs_521848_1	569	4026097.71875	781947.21875	194243.125	94126.3828125	197627.671875	339703.3046875	163096.90625	E	4.6e-305	Pleurocapsales
1.contigs_6581434_1	455	NA	NA	NA	NA	4337531	NA	NA	Q	1.9e-184	unclassified Alphaproteobacteria
3.contigs_5688642_7	165	714275.4375	NA	38095.76953125	73671.859375	669459.859375	119260.7421875	NA	S	8.5e-26	Flavobacteriia
4.contigs_9239029_1	309	9014897.96875	7199839.34375	1184681.4921875	1697686.375	15782804.125	3508359.75	2302044.9296875	H	1.2e-158	Ruegeria
3.contigs_9969263_1	54	4837322	8260259.375	796248.59375	331726.375	2501107.25	436810.84375	NA	H	8.2e-18	Eukaryota
3.contigs_13287304_2	62	2594339.625	888546.875	261932.328125	1572148.34375	4970724.8125	229961.5625	NA	E	1.4e-8	Chordata
1.contigs_3493255_1	298	1227944.328125	2323298.9453125	623307.1875	758782.21875	525404.2265625	320533.21875	237613.6875	C	3.8e-101	Diptera
1.contigs_2341449_5	298	1227944.328125	2323298.9453125	623307.1875	758782.21875	525404.2265625	320533.21875	237613.6875	C	1e-101	Diptera
3.contigs_12635644_2	285	2301355.6875	423535.640625	NA	NA	NA	NA	116628.1796875	S	1.7e-135	Pleurocapsales
3.contigs_2385185_1	554	986812.375	1256014.3125	325979.4453125	168934.53125	192113.53125	356038.25	49236.60546875	M	2.9e-147	unclassified Gammaproteobacteria
1.contigs_640673_5	114	2012465.140625	2113480.65625	1882120.4375	1144051	409387.8671875	1212707.34375	980307.96875	C	2.5e-53	Eukaryota
2.contigs_10695289_4	897	1102885.375	NA	NA	90183.734375	286183.875	NA	NA	GH	0	Pleurocapsales
3.contigs_11569090_1	137	679180.5	339998.84375	192817.40625	67761.09375	720464.21875	NA	NA	E	9.1e-50	Oceanicola
1.contigs_10413967_1	361	679180.5	339998.84375	192817.40625	67761.09375	720464.21875	NA	NA	E	7e-142	Oceanicola
2.contigs_9017178_1	104	41491.49609375	104956.0625	NA	NA	NA	NA	NA	M	2.1e-14	delta/epsilon subdivisions
3.contigs_5362274_1	66	NA	29610.169921875	NA	NA	774475.3125	NA	9660.2939453125	NA	5.4e-8	Eukaryota
2.contigs_1286171_3	309	103682.2265625	NA	4080979	6894460	33337.50390625	8743437.75	5734572.25	C	1.9e-132	Desulfobacterales
2.contigs_1057744_11	309	103682.2265625	NA	4080979	6894460	33337.50390625	8743437.75	5734572.25	C	4.8e-131	Desulfobacterales
2.contigs_4223036_1	260	103682.2265625	NA	4080979	6894460	33337.50390625	8743437.75	5734572.25	C	6.2e-108	Desulfobacterales
3.contigs_4926316_1	264	424074.6875	NA	NA	NA	1200570.96875	NA	NA	P	6.7e-49	Bacillariophyta
3.contigs_12152760_1	69	21449.095703125	NA	12567.068359375	6184.4248046875	737658.25	NA	NA	NA	NA	NA
3.contigs_8018230_6	90	21449.095703125	NA	12567.068359375	6184.4248046875	737658.25	NA	NA	NA	NA	NA
3.contigs_12882186_1	404	NA	NA	NA	NA	1580841.25	NA	NA	E	4.7e-163	unclassified Alphaproteobacteria
3.contigs_14148854_1	174	NA	59044.87890625	858584.40625	1794289.1875	NA	94715.359375	NA	O	1.3e-40	Peptostreptococcaceae
3.contigs_9784338_16	174	NA	59044.87890625	858584.40625	1794289.1875	NA	94715.359375	NA	O	2.9e-40	Thermoactinomycetaceae
1.contigs_500260_1	1150	189850.171875	121346.625	NA	NA	NA	NA	NA	P	0	Sphingomonadales
4.contigs_3648555_1	158	3571805.375	453540.25	503772.765625	395946.359375	NA	164319.46875	NA	G	2.6e-61	Opitutae
3.contigs_9894750_1	111	3571805.375	453540.25	503772.765625	395946.359375	NA	164319.46875	NA	G	3e-43	Cyanobacteria
3.contigs_12893133_2	167	3571805.375	453540.25	503772.765625	395946.359375	NA	164319.46875	NA	F	3.8e-66	Desulfuromonadales
1.contigs_2346449_1	223	3571805.375	453540.25	503772.765625	395946.359375	NA	164319.46875	NA	G	2.6e-78	Pleurocapsales
1.contigs_4208510_1	474	NA	NA	NA	NA	1056281.34375	NA	NA	O	1.5e-139	Alphaproteobacteria
1.contigs_740314_2	71	1193255.25	86576.765625	92993.7578125	192195.53125	NA	NA	NA	O	7.4e-27	Pleurocapsales
2.contigs_12604522_1	195	12371445.15625	3945276.5703125	8744114.671875	6146500.546875	1621590.4375	5414824.15625	1614864.390625	U	1.1e-45	Eukaryota
2.contigs_10582991_1	285	12253359.5	2773344.125	62183.21875	215173.359375	50284.9765625	NA	NA	S	1.1e-105	Pleurocapsales
3.contigs_20158777_1	207	1030796.390625	867996.9375	571163.90625	269916.34375	4144973.1875	1328521.546875	816411.8125	C	2.3e-97	Sulfitobacter
4.contigs_8246684_1	236	1030796.390625	867996.9375	571163.90625	269916.34375	4144973.1875	1328521.546875	816411.8125	H	8.2e-115	Roseovarius
3.contigs_2363528_3	397	1030796.390625	867996.9375	571163.90625	269916.34375	4144973.1875	1328521.546875	816411.8125	C	4.2e-196	Alphaproteobacteria
4.contigs_12381146_1	186	1030796.390625	867996.9375	571163.90625	269916.34375	4144973.1875	1328521.546875	816411.8125	C	8.5e-83	Alphaproteobacteria
4.contigs_5943831_1	218	1030796.390625	867996.9375	571163.90625	269916.34375	4144973.1875	1328521.546875	816411.8125	F	7.1e-89	Roseobacter
2.contigs_8862093_1	253	1030796.390625	867996.9375	571163.90625	269916.34375	4144973.1875	1328521.546875	816411.8125	C	5.6e-122	Alphaproteobacteria
1.contigs_958045_6	397	1030796.390625	867996.9375	571163.90625	269916.34375	4144973.1875	1328521.546875	816411.8125	C	1.5e-209	Sulfitobacter
3.contigs_25126175_1	148	3235583.75	447624.96875	NA	NA	NA	NA	NA	T	3.6e-36	Afrotheria
1.contigs_4498253_3	399	419429.515625	44325.3671875	357552.359375	NA	2339727.9375	961521.296875	718699.84375	H	2.1e-203	Roseovarius
4.contigs_2618926_10	393	419429.515625	44325.3671875	357552.359375	NA	2339727.9375	961521.296875	718699.84375	F	5.6e-177	Roseobacter
3.contigs_1208153_4	522	244334.9375	662690.390625	62984.44921875	NA	101709.7265625	144846.296875	269377.30859375	P	4.9e-237	Flavobacteriia
1.contigs_1462074_2	166	507212.09375	NA	2897623.9375	1823328.6875	NA	4214331.125	2070660	NA	NA	NA
3.contigs_4676599_4	593	2312388.46679688	1569327.5625	380250.78125	646575.625	1530322.4375	1466209.828125	1325033.140625	EH	0	Alphaproteobacteria
3.contigs_286811_2	510	2312388.46679688	1569327.5625	380250.78125	646575.625	1530322.4375	1466209.828125	1325033.140625	H	3.7e-266	Roseobacter
1.contigs_4530078_2	131	390106.84375	221295.203125	305138.71875	NA	1526191	NA	NA	S	3.8e-45	Alphaproteobacteria
1.contigs_1416848_13	1436	516742.03125	247909	102138.5078125	NA	807764.4375	643253.5625	NA	M	2.5e-251	Sphingobacteriia
2.contigs_8562043_2	146	1231424.75	312726.96875	710828.40625	267680.4375	514554.3125	2467101.875	870779.421875	NA	NA	NA
2.contigs_2013497_6	421	NA	210176.453125	177226.640625	125202.140625	144637.046875	NA	195285.015625	G	8.9e-197	Desulfovibrionales
1.contigs_1840822_1	277	1532702.25	NA	NA	NA	NA	141180.421875	NA	P	1.1e-73	Maribacter
1.contigs_4555573_2	133	4562650.125	1525923.5	4263690.703125	13412021.1875	1782631.40625	3239530.859375	2134038.75	S	9.5e-44	Bacillariophyta
1.contigs_5832096_4	438	1552902.125	2142441.5	NA	908078.5	1221862.28125	376177.84375	299316.25	C	1.9e-205	Bacillariophyta
1.contigs_324731_3	373	NA	129405.4296875	NA	NA	111651.421875	NA	147122.984375	G	1.2e-157	Alphaproteobacteria
4.contigs_13760856_1	159	NA	NA	NA	1404394.71875	NA	793110.46875	644565.875	E	1e-12	Chlorophyta
3.contigs_9000290_2	440	1961732.5	1687046.25	579298.5	1230408.75	6577024	2850457.125	1501777.0625	G	1.4e-197	Gammaproteobacteria
1.contigs_84484_2	440	1961732.5	1687046.25	579298.5	1230408.75	6577024	2850457.125	1501777.0625	G	1.8e-200	Gammaproteobacteria
3.contigs_10548815_1	887	NA	NA	NA	NA	406511.609375	NA	NA	Q	1.9e-111	Sulfitobacter
4.contigs_12461027_1	416	NA	133058.453125	NA	NA	208042.4375	NA	NA	E	2.2e-187	Desulfobacterales
4.contigs_8190930_1	371	NA	133058.453125	NA	NA	208042.4375	NA	NA	E	7.9e-149	Desulfobacterales
3.contigs_24343072_2	424	NA	133058.453125	NA	NA	208042.4375	NA	NA	E	2.6e-188	Desulfobacterales
3.contigs_7744046_8	1269	178709.234375	684201.9375	45179.75	49319.89453125	123140.078125	57911.46875	28672.947265625	E	0	Bacillariophyta
2.contigs_4304296_1	323	NA	NA	NA	1398590.125	457313.96875	NA	NA	NA	7e-109	Bacillariophyta
2.contigs_2398063_4	208	701397.625	NA	314985	819555.9609375	130628.6015625	2410774.34375	348018.90625	NA	NA	NA
4.contigs_1471100_12	108	966807.25	124289.421875	NA	428774.5625	NA	3377698.5	240857.8125	H	4.7e-9	Chlorophyta
3.contigs_798920_1	383	284819.46875	NA	NA	NA	98480.4375	NA	NA	J	1.1e-148	Bacillariophyta
3.contigs_19485181_5	169	2191803.75	4534240.5	1121995.875	929251.5	1395859	NA	NA	P	2e-38	Eukaryota
3.contigs_10719451_1	304	155079	40691.8515625	34375.859375	NA	NA	NA	NA	G	4.3e-153	Ruegeria
2.contigs_13952541_1	148	NA	NA	NA	NA	NA	NA	NA	J	3.3e-66	Gammaproteobacteria
2.contigs_12749521_1	145	930474.0625	761826.125	183576.875	142176.0625	62619.96875	266969.40625	160965.890625	O	1.6e-52	Bacillariophyta
4.contigs_14794276_3	333	405594.0625	NA	354806.03125	NA	217246.5	NA	NA	C	4.5e-159	Proteobacteria
3.contigs_5858274_1	230	NA	NA	41086.640625	34774.296875	976135.9375	438186.125	181288.71875	C	7.5e-81	Oceanicola
1.contigs_8478418_4	303	NA	NA	NA	388997.46875	985938.5625	NA	NA	P	1.9e-63	Bacillariophyta
3.contigs_11388430_1	198	4789219	NA	NA	NA	1805521	968782.1875	238308.6875	J	6e-87	Hyphomonadaceae
2.contigs_7853045_1	197	171878.9375	1719937.4375	144228.78125	NA	487241.84375	156792.65625	255979.265625	M	1.2e-15	Eukaryota
4.contigs_7420079_2	539	NA	NA	NA	NA	NA	NA	NA	C	1e-176	Pleurocapsales
2.contigs_1535520_2	519	NA	NA	NA	NA	NA	NA	NA	C	1.1e-191	Methylococcales
3.contigs_3619871_1	222	461828.0625	NA	NA	584844.5	1054988.0625	NA	NA	G	3.6e-80	Alphaproteobacteria
